자치구명,도로명주소,시설명,시설종류,지정년도
종로구,경운동,교동,초등학교,2006
종로구,무악동,독립문,초등학교,2005
종로구,필운동,매동,초등학교,2005
종로구,창신3동,명신,초등학교,1995
종로구,홍지동,상명대부속,초등학교,2006
종로구,동숭동,서울사대부속,초등학교,1995
종로구,신영동,세검정,초등학교,2006
종로구,가회동,재동,초등학교,2005
종로구,창신1동,창신,초등학교,1995
종로구,청운동,청운,초등학교,2005
종로구,운니동,운현,초등학교,2006
종로구,혜화동,혜화,초등학교,1995
종로구,효제동,효제,초등학교,1995
종로구,종로6가,봄샘,유치원,2009
종로구,홍지동,세검정,유치원,2010
종로구,필운동,세종,유치원,2009
종로구,옥인동,옥인,유치원,2007
종로구,숭인1동,청룡,유치원,1995
종로구,운니동,운현,유치원,2006
종로구,혜화동,한아름,유치원,2013
종로구,혜화동,혜화,유치원,1997
종로구,홍지동,상명대부속,유치원,2010
종로구,누하동,배화여대부속,유치원,2005
종로구,창신3동,명신병설,병설유치원,2010
종로구,창신1동,창신병설,병설유치원,1995
종로구,가회동,재동병설,병설유치원,2005
종로구,혜화동,혜화병설,병설유치원,1995
종로구,신교동,서울선희학교(농학교),특수학교,1997
종로구,사직동,수도사랑의학교,특수학교,2006
종로구,신교동,서울맹학교,특수학교,1997
종로구,교남동,하비에르국제학교,외국인학교,2010
종로구,누상동,누상,어린이집,2013
종로구,명륜동,명륜,어린이집,2006
종로구,궁정동,무궁화,어린이집,2010
종로구,신영동,부암,어린이집,2009
종로구,행촌동,상록수,어린이집,2008
종로구,평창동,생명숲,어린이집,2015
종로구,창신3동,아동회관,어린이집,2012
종로구,부암동,엔젤키즈,어린이집,2016
종로구,숭인2동,한빛,어린이집,2012
종로구,청운동,청문,어린이집,2011
종로구,창신3동,은행나무,어린이집,2006
종로구,창성동,정부청사,어린이집,2009
종로구,창신2동,창이,어린이집,2013
종로구,필운동,사직,어린이집,2005
종로구,연지동,연동,어린이집,2008
종로구,수송동,선재,어린이집,2019
종로구,숭인동,도담도담,어린이집,2019
중구,장충동2가,충무,초등학교,1996
중구,청구동,청구,초등학교,1997
중구,신당동,광희,초등학교,2007
중구,신당동,장충,초등학교,1998
중구,신당동,흥인,초등학교,1997
중구,신당동,신당,초등학교,1997
중구,예장동,리라,초등학교,1998
중구,정동,덕수,초등학교,1995
중구,만리2가,봉래,초등학교,1996
중구,남산동2가,남산,초등학교,1996
중구,예장동,숭의,초등학교,1998
중구,신당동,동산,초등학교,1998
중구,명동2가,한성화교소학교,외국인학교,1997
중구,신당동,신당동,어린이집,2007
중구,신당동,성심(다산),어린이집,2007
중구,신당동,청구(신당4동),어린이집,2007
중구,신당동,신당5동,어린이집,2007
중구,신당동,동화나라(신당6동),어린이집,2007
중구,황학동,황학,어린이집,2007
중구,신당동,약수,어린이집,2007
중구,신당동,약수교회,어린이집,2007
중구,약수동,한솔,어린이집,2007
중구,신당동,남산숲(신당3동),어린이집,2007
중구,필동,필동,어린이집,2017
중구,황학동,미담,어린이집,2019
중구,신당동,햇살,어린이집,2020
중구,회현1가,회현,어린이집,2006
중구,서소문동,서울시직장,어린이집,2006
중구,황학동,단우물,어린이집,2016
중구,중림동,중림,어린이집,2018
중구,장충동,경동,어린이집,2021
중구,다산동,근화,유치원,2008
중구,신당동,수암,유치원,2008
중구,약수동,신일,유치원,2008
중구,신당동,약수,유치원,2008
중구,신당동,한일,유치원,2008
중구,남창동,일신,유치원,2007
중구,중림동,가명,유치원,2008
중구,장충동2가,충무병설,병설유치원,2010
중구,예장동,리라병설,병설유치원,2010
중구,정동,덕수병설,병설유치원,2010
중구,신당동,장충병설,병설유치원,2010
중구,신당동,광희병설,병설유치원,2010
용산구,산천동,원효,초등학교,1995
용산구,이촌,신용산,초등학교,1998
용산구,원효로2가,남정,초등학교,1996
용산구,서빙고,서빙고,초등학교,1995
용산구,한남,한남,초등학교,1997
용산구,이태원,보광,초등학교,1998
용산구,용산동2가,용암,초등학교,1998
용산구,이태원,이태원,초등학교,1996
용산구,후암동,삼광,초등학교,1998
용산구,후암동,후암,초등학교,1998
용산구,효창동,금양,초등학교,1995
용산구,청파동,청파,초등학교,1997
용산구,한강로2가,용산,초등학교,1997
용산구,한강로3가,한강,초등학교,1998
용산구,청파3가,신광,초등학교,1998
용산구,산천동,계성,유치원,1997
용산구,이촌1동,대건,유치원,1998
용산구,도원동,도원,유치원,1997
용산구,이촌1동,충신,유치원,2001
용산구,산천동,일민,유치원,2001
용산구,후암동,복자,유치원,2004
용산구,이촌2동,강변,유치원,2007
용산구,이촌2동,한가람,유치원,2007
용산구,이촌1동,원,유치원,2010
용산구,한남동,한남병설,병설유치원,2010
용산구,원효로2가,남정병설,병설유치원,2010
용산구,원효로2가,서빙고병설,병설유치원,2010
용산구,청파동,청파병설,병설유치원,2010
용산구,한남동,서울독일,외국인학교,2000
용산구,한남동,용산국제,외국인학교,2006
용산구,이촌1동,충신교회,어린이집,2006
용산구,이촌2동,이촌,어린이집,2006
용산구,보광동,보광,어린이집,2006
용산구,동빙고동,동빙고,어린이집,2006
용산구,이태원동,이태원삼성,어린이집,2011
용산구,한남동 685-43,한남,어린이집,2013
용산구,한남동 726-542,구립맑은숲,어린이집,2018
성동구,성수동1가 ,경동,초등학교,1995
성동구,성수2가동,경수,초등학교,1995
성동구,성수동1가 ,경일,초등학교,1995
성동구,금호1가동,금북,초등학교,1996
성동구,금호4가동,금옥,초등학교,1997
성동구,"금호2,3가동",금호,초등학교,1997
성동구,마장동,동명,초등학교,1995
성동구,옥수동,동호,초등학교,2010
성동구,마장동,마장,초등학교,1997
성동구,왕십리2동,무학,초등학교,1997
성동구,사근동,사근,초등학교,1995
성동구,성수동2가,성수,초등학교,1996
성동구,송정동,송원,초등학교,2009
성동구,왕십리도선동,숭신,초등학교,2016
성동구,금호4가동,옥수,초등학교,1997
성동구,옥수동,옥정,초등학교,1996
성동구,용답동,용답,초등학교,1998
성동구,응봉동,응봉,초등학교,2002
성동구,행당동,행당,초등학교,1996
성동구,행당2동,행현,초등학교,2005
성동구,사근동,한양,초등학교,2020
성동구,성수동2가,경수병설,병설유치원,2010
성동구,성수동1가 ,로사유치원(중복),병설유치원,2010
성동구,마장동,마장병설,병설유치원,2010
성동구,사근동,사근병설,병설유치원,2010
성동구,송정동,송원병설,병설유치원,2010
성동구,금호4가동,옥수병설,병설유치원,2010
성동구,옥수동,옥수삼성유치원(중복),병설유치원,2010
성동구,옥수동,옥정병설,병설유치원,2010
성동구,성수동1가 ,경동유치원,유치원,2008
성동구,행당동,경동유치원,유치원,2009
성동구,금호3가동,금호유치원,유치원,2009
성동구,왕십리2동,무학유치원,유치원,1997
성동구,홍익동,성심유치원,유치원,2006
성동구,응봉동,세성유치원,유치원,2009
성동구,마장동,세인유치원,유치원,1998
성동구,왕십리2동,솔유치원,유치원,2009
성동구,홍익동,송곡유치원,유치원,2009
성동구,금호4가동,아이들세상유치원,유치원,2010
성동구,행당동,율화유치원,유치원,2006
성동구,행당동,한양여대부속유치원,유치원,2010
성동구,금호1가동,구립금일,어린이집,2011
성동구,마장동,구립성모,어린이집,2011
성동구,용답동,구립용답,어린이집,2011
성동구,용답동,꿈터,어린이집,2011
성동구,마장동,마장,어린이집,1997
성동구,금호동2가,신금호자이,어린이집,2017
성동구,왕십리동,구립왕십리하나,어린이집,2009
성동구,옥수동,연꽃,어린이집,2006
성동구,도선동,왕도,어린이집,2017
성동구,행당동,행응,어린이집,2006
성동구,홍익동,홍익(중복),어린이집,2016
광진구,광장동,광장,초등학교,1995
광진구,화양동,구의,초등학교,1995
광진구,구의2동,동의,초등학교,1995
광진구,자양3동,동자,초등학교,1995
광진구,자양2동,신자,초등학교,1995
광진구,자양1동,자양,초등학교,1995
광진구,군자동,장안,초등학교,1995
광진구,자양2동,양남,초등학교,1996
광진구,중곡2동,용마,초등학교,1996
광진구,자양2동,성동,초등학교,1996
광진구,능동,경복,초등학교,1998
광진구,광장동,광남,초등학교,1998
광진구,구의3동,구남,초등학교,1995
광진구,자양2동,성자,초등학교,1998
광진구,군자동,세종,초등학교,1998
광진구,자양3동,신양,초등학교,1998
광진구,중곡4동,용곡,초등학교,1998
광진구,중곡3동,중광,초등학교,1998
광진구,중곡3동,중마,초등학교,1998
광진구,화양동,화양,초등학교,1998
광진구,구의2동,광진,초등학교,2003
광진구,광장동,양진,초등학교,2005
광진구,광장동,광남,유치원,1997
광진구,자양2동,선경,유치원,1997
광진구,능동,어린이회관,유치원,1997
광진구,자양1동,성산,유치원,1998
광진구,자양2동,슬기,유치원,1998
광진구,자양3동,대원(구.우성),유치원,1998
광진구,자양4동,정신,유치원,2006
광진구,군자동,선양,유치원,2006
광진구,자양1동,자양하나,유치원,2007
광진구,자양3동,인애,유치원,2008
광진구,구의3동,프라임,유치원,2008
광진구,광장동,보성,유치원,2009
광진구,자양3동,한일,유치원,2009
광진구,구의3동,샬롬,유치원,2009
광진구,광장동,광장,유치원,2009
광진구,중곡3동,아이조아,유치원,2010
광진구,구의2동,경원,유치원,2010
광진구,군자동,동심,유치원,2010
광진구,능동,선화,유치원,2010
광진구,구의2동,영화,유치원,2010
광진구,광장동,청구이화,유치원,2010
광진구,능동,구의병설,병설유치원,2010
광진구,자양2동,신자병설,병설유치원,2010
광진구,자양2동,양남병설,병설유치원,2010
광진구,광장동,양진병설,병설유치원,2010
광진구,자양1동,자양병설,병설유치원,2010
광진구,광장동,사랑의,어린이집,2007
광진구,구의1동,신나는,어린이집,2007
광진구,구의3동,좋은,어린이집,2007
광진구,능동,능동,어린이집,2007
광진구,자양3동,자양,어린이집,2007
광진구,자양3동,으뜸,어린이집,2007
광진구,중곡3동,중곡샛별,어린이집,2007
광진구,중곡3동,예아랑,어린이집,2007
광진구,중곡3동,미예뜰,어린이집,2007
광진구,중곡4동,키즈용맹(구.하은),어린이집,2007
광진구,구의2동,구의2동,어린이집,2009
광진구,자양1동,선린,어린이집,2010
광진구,구의3동,구의3동,어린이집,2010
광진구,중곡2동,성심,어린이집,2010
광진구,중곡3동,상명,어린이집,2011
광진구,군자동,수정,어린이집,2012
광진구,군자동,예지,어린이집,2012
광진구,구의1동,명성,어린이집,2013
광진구,구의3동,우리티움아이,어린이집,2015
광진구,군자동,꿈동산몬테소리,어린이집,2015
광진구,아차산로44가길 5,자양도담,어린이집,2018
광진구,자양로35길 13,아이터,어린이집,2019
광진구,자양로35길 13,한국켄트,외국인학교,2018
광진구,광장로 1,재한몽골학교,외국인학교,2020
광진구,강변역로 18,광진학교(구남초교 중복),특수학교,2020
광진구,천호대로120길 32,능동꿈맞이어린이집,어린이집,2020
동대문구,한천로6길 21(장안1동 239-2),군자,초등학교,1995
동대문구,전농로3길 23(답십리동 274),답십리,초등학교,1995
동대문구,답십리로60길 12(답십리동 2-24),동답,초등학교,1995
동대문구,"천호대로 177(답십리동 463-13)
",신답,초등학교,1995
동대문구,"장한로14길 61(장안1동 353-1)
",안평,초등학교,1995
동대문구,"답십리로69길 27(장안2동 323)
",장평,초등학교,1995
동대문구,"무학로44길 25(제기동 1157)
",종암,초등학교,1995
동대문구,"회기로25길 31(회기동 1-1)
",청량,초등학교,1995
동대문구,"회기로 90(청량리동 206-44)
",홍릉,초등학교,1995
동대문구,"사가정로 193(전농동 3-111)
",배봉,초등학교,1996
동대문구,"전농로 172(전농동 188)
",전곡,초등학교,1996
동대문구,"사가정로 66(전농동 298)
",전농,초등학교,1996
동대문구,"전농로16길 61(전농2동 45-41)
",전동,초등학교,1996
동대문구,"신이문로 16(이문동 164-26)
",이문,초등학교,1997
동대문구,"망우로6길 48(휘경2동 302-2)
",휘경,초등학교,1997
동대문구,"회기로10길 63(회기동 102-48)
",삼육,초등학교,1997
동대문구,장안벚꽃로 205(장안2동 328),은석,초등학교,1997
동대문구,천호대로13길 43(용두동 237-1),용두,초등학교,1998
동대문구,고산자로 518(제기동 678),홍파,초등학교,1998
동대문구,장안벚꽃로 309(휘경2동 49-27),휘봉,초등학교,2006
동대문구,전농로 23(답십리동 487-20),빛나,유치원,1998
동대문구,한천로 246(휘경동 57-4),아이비,유치원,2008
동대문구,장한로18길 82-14(장안동 354-1),세하,유치원,2008
동대문구,한천로58길 47(이문2동 64),서울,유치원,2006
동대문구,약령시로43(제기동 241-16),소화,유치원,1998
동대문구,사가정로 190(답십리동6),예일,유치원,2006
동대문구,"이문로12길 20(이문동 321-31)
",젬마,유치원,2006
동대문구,"회기로25길 67(이문동 346-99)
",동안,유치원,2009
동대문구,"답십리로 56(전농동 643-36)
",그림,유치원,2011
동대문구,사가정로 148,새소리,유치원,2016
동대문구,한천로6길 21(장안1동 239-2),군자병설,병설유치원,2010
동대문구,전농로3길 23(답십리동 274),답십리병설,병설유치원,2010
동대문구,"답십리로69길 27(장안2동 323)
",장평병설,병설유치원,2010
동대문구,"전농로16길 61(전농2동 45-41)
",전동병설,병설유치원,2010
동대문구,"신이문로 16(이문동 164-26)
",이문병설,병설유치원,2010
동대문구,"망우로6길 48(휘경2동 302-2)
",휘경단설,병설유치원,2010
동대문구,고산자로 518(제기동 678),홍파병설,병설유치원,2010
동대문구,답십리로56길 21,휘봉병설,병설유치원,2010
동대문구,"황물로 32(답십리동557-1)
",태양,어린이집,2009
동대문구,"사가정로 30(답십리동 477-9)
",동대문,어린이집,2009
동대문구," 답십리로 320-1(장안동 333-1)
",메꽃,어린이집,2009
동대문구,"천호대로89길 58(장안동 444-7)
",장안,어린이집,2009
동대문구,"답십리로66길 75-4(장안동 393-2)
",푸른하늘,어린이집,2009
동대문구,"약령시로5길 22(제기동 220)
",해오름,어린이집,2009
동대문구,"망우로10가길 15(휘경동 308-196)
",휘경,어린이집,2009
동대문구,"한천로 434(이문동 64-2)
",성은,어린이집,2009
동대문구,"외대역동로 118(이문동 115-46)
",한일,어린이집,2009
동대문구,"답십리로56길 21(답십리 990-14)
",조은,어린이집,2009
동대문구,전농로36길 29-3(전농동 103-53),꿈마루,어린이집,2009
동대문구,"사가정로25길 51(장안동 94-61)
",배봉,어린이집,2009
동대문구,"청계천로 547(용두동 696-9)
",햇살,어린이집,2011
동대문구," 답십리로66길 3(장안동 388)
",별밭,어린이집,2011
동대문구,"장한로26다길 38(장안동 341-5)
",이화,어린이집,2011
동대문구,"한천로63길 5-8(이문동 217-1)
",중앙삐아제,어린이집,2012
동대문구,"약령시로7길 19(제기동 227-2)
",영유아프라자,어린이집,2012
동대문구,"회기로 165(회기동 58-1)
",회기,어린이집,2013
동대문구,"장한로5길 45(장안동 403-5)
",사군자,어린이집,2015
동대문구,"경동시장로23길14(제기동 681-2)
",예나,어린이집,2015
동대문구,한천로26길 43,삼성,어린이집,2016
동대문구,한천로33길 11,더불어숲,어린이집,2016
동대문구,답십리로48길 24,오르다,어린이집,2016
동대문구,답십리로48길 38,우아세,어린이집,2016
동대문구,한천로26길 23(장안1동 144-17),새서울,어린이집,2018
동대문구,고산자로29길13(용두동29-3),구청(직장),어린이집,2018
동대문구,난계로30길31(용신동),청정원,어린이집,2019
동대문구,장한로26다길77(장안2동),솔향기,어린이집,2019
동대문구,장한로27나길65(장안2동),연세,어린이집,2019
동대문구,왕산로312(휘경1동),새하늘,어린이집,2019
동대문구,약령시로3길 38,언덕위하얀,어린이집,2020
동대문구,답십리로60길 40,대람늘푸른,어린이집,2020
동대문구,장안벗꽃로107 현대홈타운(아),장안현대,어린이집,2020
동대문구,신이문로 6길 10,포르테몬테,어린이집,2021
동대문구,외대역동로 1길 60-3,유마,어린이집,2021
동대문구,장한로12길 76-1,늘봄,어린이집,2021
동대문구,제기로31길10-3,어린왕자,어린이집,2021
중랑구,망우동,망우,초등학교,1995
중랑구,면목동,면남,초등학교,1995
중랑구,면목동,면동,초등학교,1995
중랑구,망우동,면북,초등학교,1995
중랑구,면목동,면중,초등학교,1995
중랑구,신내동,신내,초등학교,1995
중랑구,면목동,중곡,초등학교,1995
중랑구,면목동,중랑,초등학교,1995
중랑구,신내동,중화,초등학교,1995
중랑구,망우동,면일,초등학교,1996
중랑구,중화동,묵동,초등학교,1996
중랑구,상봉동,상봉,초등학교,1996
중랑구,묵동,신묵,초등학교,1996
중랑구,망우동,동원,초등학교,1997
중랑구,면목동,면목,초등학교,1997
중랑구,신내동,봉화,초등학교,1997
중랑구,신내동,신현,초등학교,1997
중랑구,신내동,원묵,초등학교,1997
중랑구,신내동,금성,초등학교,1997
중랑구,면목동,중목,초등학교,1998
중랑구,중화동,중흥,초등학교,2000
중랑구,묵동,묵현,초등학교,2004
중랑구,신내동,새솔,초등학교,2013
중랑구,중화동,서안,유치원,2010
중랑구,신내동,예원,유치원,1997
중랑구,면목동,동국,유치원,1998
중랑구,면목동,색동,유치원,1998
중랑구,면목동,동일,유치원,2006
중랑구,중화동,수산,유치원,2009
중랑구,묵동,미림,유치원,2009
중랑구,면목동,봄내,유치원,2013
중랑구,상봉동,이루니,유치원,2015
중랑구,망우동,정암,유치원,2017
중랑구,망우동,동원초교병설,병설유치원,2010
중랑구,묵동,묵현초교병설,병설유치원,2010
중랑구,면목동,중곡초교병설,병설유치원,2010
중랑구,중화동,한내들,어린이집,1997
중랑구,상봉동,삼성,어린이집,2006
중랑구,상봉동,상봉,어린이집,2006
중랑구,면목동,이화,어린이집,2006
중랑구,면목동,나래,어린이집,2010
중랑구,중화동,세화,어린이집,2010
성북구,동소문동,돈암,초등학교,1995
성북구,정릉동 ,청덕,초등학교,1996
성북구,동소문동,정덕,초등학교,1995
성북구,보문동,동신,초등학교,1996
성북구,안암동,안암,초등학교,1995
성북구,길음2동,길음,초등학교,1997
성북구,정릉동 ,정릉,초등학교,1997
성북구,정릉2동,정수,초등학교,1997
성북구,돈암1동,개운,초등학교,2003
성북구,길음2동,길원,초등학교,2006
성북구,보문동,대광,초등학교,1995
성북구,돈암동 ,매원,초등학교,1997
성북구,길음동 ,미아,초등학교,1996
성북구,성북동 ,성북,초등학교,1996
성북구,돈암동 ,성신,초등학교,1997
성북구,정릉2동,숭덕,초등학교,1995
성북구,삼선동,삼선,초등학교,1995
성북구,돈암동 ,우촌,초등학교,1995
성북구,종암동 ,숭례,초등학교,1996
성북구,장위2동,월곡,초등학교,1996
성북구,석관동 ,석관,초등학교,1995
성북구,장위동 ,장곡,초등학교,1995
성북구,하월곡동,숭곡,초등학교,1997
성북구,장위2동,장위,초등학교,1997
성북구,장위3동,광운,초등학교,1997
성북구,석관동,석계,초등학교,2005
성북구,종암동 ,일신,초등학교,2000
성북구,장위동 ,장월,초등학교,2006
성북구,하월곡동,숭인,초등학교,2009
성북구,성북동 ,덕수,유치원,1998
성북구,돈암동 ,성신,유치원,2010
성북구,돈암동 ,반디,유치원,1998
성북구,돈암동 ,세아,유치원,1998
성북구,보문동,은영,유치원,2004
성북구,돈암동 ,희망찬,유치원,2000
성북구,돈암동 ,베네딕도,유치원,2008
성북구,정릉1동,새싹,유치원,2007
성북구,안암동,영암,유치원,2008
성북구,길음동 ,좋은소리,유치원,2008
성북구,정릉동 ,한가람,유치원,2008
성북구,정릉동 ,개동,유치원,2010
성북구,길음동 ,나래,유치원,2010
성북구,보문동 ,동선,유치원,2008
성북구,동소문동,새삼선,유치원,2008
성북구,길음1동,선한,유치원,1998
성북구,보문동,신암,유치원,2008
성북구,돈암동 ,천사,유치원,2008
성북구,정릉1동,해뜨는,유치원,2010
성북구,상월곡동,동덕,유치원,1997
성북구,종암동 ,사랑,유치원,1997
성북구,하월곡동,탑주,유치원,2000
성북구,길음동 ,루이,유치원,2013
성북구,장위1동,한마음,유치원,1997
성북구,종암동 ,영재,유치원,2008
성북구,석관동 ,은하,유치원,1995
성북구,종암동 ,예린,유치원,2010
성북구,장위동 ,영천,유치원,2010
성북구,돈암동 ,우촌병설,병설유치원,2010
성북구,길음1동,길음단설,병설유치원,2010
성북구,길음동 ,길원병설,병설유치원,2010
성북구,동소문동,돈암병설,병설유치원,2010
성북구,보문동,동신병설,병설유치원,2010
성북구,삼선동,삼선병설,병설유치원,2010
성북구,성북동 ,성북병설,병설유치원,2010
성북구,동소문동,정덕병설,병설유치원,2010
성북구,정릉동 ,청덕병설,병설유치원,2010
성북구,석관동 ,석관병설,병설유치원,1995
성북구,하월곡동,숭곡병설,병설유치원,1997
성북구,종암동 ,숭례병설,병설유치원,1996
성북구,장위동 ,장월병설,병설유치원,2006
성북구,정릉동 ,솔샘,어린이집,2009
성북구,안암동,안암,어린이집,2009
성북구,정릉3동,북악,어린이집,2010
성북구,길음동 ,웅지,어린이집,2010
성북구,정릉동 ,짐랜드,어린이집,2010
성북구,정릉동 ,노벨,어린이집,2010
성북구,동소문동,성북,어린이집,2010
성북구,길음동 ,길음성가,어린이집,2012
성북구,종암동 ,아랑,어린이집,2012
성북구,정릉4동,연꽃,어린이집,2012
성북구,하월곡동,영광,어린이집,2012
성북구,종암동 ,종암,어린이집,2009
성북구,장위1동,피터팬,어린이집,1997
성북구,길음2동,다솔,어린이집,2010
성북구,하월곡동,목화,어린이집,2010
성북구,하월곡동,새싹,어린이집,2010
성북구,장위동 ,장위3동,어린이집,2010
성북구,성북동,한빛,어린이집,2013
성북구,동선동,돈암감리교회,어린이집,2013
성북구,돈암동 ,가람,어린이집,2014
성북구,길음동 ,은행나무,어린이집,2014
성북구,종암동 ,종암중앙,어린이집,2015
성북구,정릉동 ,성북생명숲,어린이집,2015
성북구,돈암동 ,느티나무,어린이집,2016
성북구,정릉동 ,이화,어린이집,2016
성북구,종암동 ,초원,어린이집,2016
성북구,종암동 ,소리,어린이집,2018
성북구,안암동,고려대학교,어린이집,2019
성북구,길음동 ,길음빛,어린이집,2020
성북구,장위동 ,장위,어린이집,2020
성북구,석관동,하은,어린이집,2020
성북구,성북동 ,서울다원학교,특수학교,1997
강북구,번1동 456번지,수송,초등학교,2001
강북구,수유6동 551-19,인수,초등학교,1995
강북구,미아9동 127-2,화계,초등학교,1995
강북구,미아1동 837-687,미양,초등학교,1995
강북구,미아2동 791-1932,삼양,초등학교,1995
강북구,미아9동 94-1,송중,초등학교,1995
강북구,수유1동 55-5,수유,초등학교,1996
강북구,수유5동 우이새싹길,우이,초등학교,1996
강북구,번3동 236번지,번동,초등학교,1997
강북구,번3동 248번지,오현,초등학교,1997
강북구,송천1길 8-1,영훈,초등학교,1998
강북구,수유1동 466-52,유현,초등학교,1998
강북구,미아5동 438번지,송천,초등학교,1998
강북구,미아동 1353-10,삼각산,초등학교,2003
강북구,수유2동 234,성체,유치원,1997
강북구,수유4동 561-17,유안,유치원,1998
강북구,수유5동 118-1,화계,유치원,1997
강북구,수유1동 52-21,운산,유치원,1998
강북구,수유4동 558-32,인수,유치원,2010
강북구,번2동 234-3,꿈동산,유치원,2010
강북구,미아동 1354,솔샘,유치원,2003
강북구,삼양동 837-687,미양병설,병설유치원,2010
강북구,수유동 55-5,수유병설,병설유치원,2010
강북구,미아동 124-2,애화,특수학교,1997
강북구,수유동 468-305,정인,특수학교,2001
강북구,수유동 484-21,한빛맹,특수학교,1997
강북구,우이동 139-10,제일,어린이집,2010
강북구,송중동 3-878,효성,어린이집,2010
강북구,번2동 420,번2동,어린이집,2007
강북구,인수동 543-1,백운교회,어린이집,2007
강북구,삼양동 791-469,삼양,어린이집,2007
강북구,수유1동 472-236,신기,어린이집,2007
강북구,삼양동 791-2110,아람,어린이집,2007
강북구,인수동 355-8,인수동,어린이집,2007
강북구,번1동 430-66,예닮,어린이집,2007
강북구,번3동 155-5,자연,어린이집,2007
강북구,미아동 345-1,별밭,어린이집,2010
강북구,우이동 100-36,솔밭,어린이집,2010
강북구,번동 177-2,꼬꼬마,어린이집,2010
강북구,송중동 3-8,예원,어린이집,2009
강북구,수유2동 245 ,푸른솔,어린이집,2011
도봉구,창동,가인,초등학교,2005
도봉구,도봉동,누원,초등학교,2006
도봉구,도봉동,도봉,초등학교,1998
도봉구,방학동,방학,초등학교,1995
도봉구,쌍문동,백운,초등학교,1995
도봉구,쌍문동,숭미,초등학교,1997
도봉구,방학동,신방학,초등학교,1998
도봉구,창동,신창,초등학교,1995
도봉구,창동,신학,초등학교,1996
도봉구,창동,신화,초등학교,1996
도봉구,쌍문동,쌍문,초등학교,1995
도봉구,도봉동,오봉,초등학교,2000
도봉구,창동,월천,초등학교,1997
도봉구,창동,자운,초등학교,1998
도봉구,창동,창경,초등학교,1995
도봉구,창동,창도,초등학교,1997
도봉구,창동,창동,초등학교,1998
도봉구,창동,창림,초등학교,2000
도봉구,창동,창원,초등학교,1995
도봉구,창동,창일,초등학교,1997
도봉구,방학동,초당,초등학교,1995
도봉구,쌍문동,동북,초등학교,1995
도봉구,쌍문동,한신,초등학교,1996
도봉구,창5동,솔샘,유치원,1997
도봉구,쌍문4동,행복한,유치원,1998
도봉구,방학3동,유화,유치원,2006
도봉구,방학1동,사랑,유치원,2008
도봉구,창3동,신창,유치원,2008
도봉구,쌍문4동,선희,유치원,2008
도봉구,창2동,한볕,유치원,2009
도봉구,방학3동,꿈밭,유치원,2009
도봉구,창동,삼풍,유치원,2010
도봉구,쌍문동,정의,유치원,2010
도봉구,창4동,청아,유치원,2010
도봉구,쌍문1동,햇살,유치원,2010
도봉구,창1동,한사랑,유치원,2010
도봉구,창4동,서울마들,유치원,2010
도봉구,도봉1동,도봉초병설,병설유치원,2010
도봉구,창3동,신창초병설,병설유치원,2010
도봉구,창5동,창동초병설,병설유치원,2010
도봉구,쌍문1동,해맑은,어린이집,2006
도봉구,쌍문2동,쌍문2동,어린이집,2006
도봉구,쌍문3동,쌍문삼성,어린이집,2006
도봉구,쌍문2동,리라,어린이집,2006
도봉구,쌍문1동,경일,어린이집,2006
도봉구,창3동,창4동,어린이집,2006
도봉구,창동,해피둥지,어린이집,2009
도봉구,쌍문동,세인,어린이집,2009
도봉구,창3동,창3동,어린이집,2010
도봉구,창2동,방학3동,어린이집,2010
도봉구,쌍문1동,쌍문1동,어린이집,2010
도봉구,방학3동,창2동,어린이집,2011
도봉구,창5동,신세인,어린이집,2012
도봉구,쌍문1동,이화,어린이집,2014
도봉구,쌍문2동,햇살마루,어린이집,2014
도봉구,창4동,한내,어린이집,2015
도봉구,방학2동,방아골,어린이집,2017
도봉구,도봉2동,다울,어린이집,2019
도봉구,창2동,새샘,어린이집,2019
도봉구,방학1동,학마을,어린이집,2006
도봉구,창동,산들,어린이집,2009
도봉구,쌍문1동,아이숲,어린이집,2014
도봉구,쌍문1동,지앤지,어린이집,2008
도봉구,도봉동,인강,특수학교,1997
노원구,월계2동 602,신계,초등학교,1995
노원구,중계4동 447-2,중계,초등학교,1995
노원구,월계1동 470,선곡,초등학교,1995
노원구,공릉2동 250,태릉,초등학교,1995
노원구,상계1동 1044,노일,초등학교,1995
노원구,상계10동 697,상월,초등학교,1995
노원구,상계1동 1014,노원,초등학교,1995
노원구,상계2동 402-1,상계,초등학교,1995
노원구,공릉1동 371,공연,초등학교,1995
노원구,중계본동 257-3,불암,초등학교,1995
노원구,중계1동 산 72,을지,초등학교,1995
노원구,상계4동 111,신상계,초등학교,1995
노원구,하계1동 152,연촌,초등학교,1996
노원구,하계2동 340,중현,초등학교,1996
노원구,월계2동 806-3,월계,초등학교,1996
노원구,월계3동 3-7,한천,초등학교,1996
노원구,월계3동 223,녹천,초등학교,1996
노원구,중계3동 510-7,용동,초등학교,1996
노원구,상계7동 755,상수,초등학교,1996
노원구,상계8동 887-7,동일,초등학교,1996
노원구,상계8동 621,상경,초등학교,1996
노원구,상계9동 645,상원,초등학교,1996
노원구,중계본동 357,원광,초등학교,1997
노원구,중계2동 502,중원,초등학교,1997
노원구,공릉동 610,공릉,초등학교,1998
노원구,공릉2동 126,화랑,초등학교,1998
노원구,공릉2동 26-39,태강,초등학교,1998
노원구,공릉2동 116,태랑,초등학교,2001
