id,address,occur,death_injury,death,s_injury,l_injury,lot,lat,year
123,경기도 평택시 비전동(시대코아아파트 201동 부근),3,3,0,1,0,127.117314264843,36.993141999305,2018
124,경기도 화성시 향남읍(홈플러스 화성향남점 부근),3,4,0,1,3,126.922027716407,37.131522438011,2018
125,경기도 화성시 청계동(동탄중앙고 부근),3,3,0,0,3,127.112177282457,37.200930259125,2018
126,경기도 화성시 봉담읍(동화휴먼시아1단지아파트정문 부근),3,3,0,0,3,126.958148768752,37.217208725603,2018
127,강원도 동해시 천곡동(천곡지구대 부근),3,3,0,2,1,129.106604033151,37.525013709016,2018
128,강원도 동해시 평릉동(동해코아루디오션아파트상가 부근),3,3,0,0,3,129.113188454585,37.532739910619,2018
129,충청북도 청주시 서원구 산남동(청풍식물원 부근),3,4,0,2,2,127.471173505054,36.607239669976,2018
130,충청북도 청주시 서원구 수곡동(장생한의원 부근),3,3,0,1,2,127.472355466932,36.616489359997,2018
131,충청북도 청주시 청원구 사천동(박미숙수학학원 사천캠퍼스 부근),3,4,0,1,3,127.474079983505,36.66345843416,2018
132,충청남도 아산시 득산동(삼정백조아파트주차장입출구 부근),3,3,0,0,3,126.968746200778,36.787959232833,2018
133,충청남도 홍성군 홍북읍(엘가프라자 부근),3,3,0,0,3,126.6745891111,36.647638342237,2018
134,전라북도 익산시 부송동(BYC마트 익산점 부근),3,3,0,2,1,126.984652641108,35.958960308173,2018
135,전라남도 광양시 중동(광양백운초교 부근),3,4,0,0,4,127.690865899243,34.937845424628,2018
136,전라남도 목포시 연산동(목포서해초교 부근),4,4,0,1,3,126.381105338442,34.810826204067,2018
137,전라남도 여수시 웅천동(버거킹여수웅천점 부근),4,4,0,0,3,127.671159878127,34.746741831671,2018
138,경상북도 구미시 상모동(상모프라자 부근),4,4,0,3,1,128.355325082688,36.087553213711,2018
139,경상북도 구미시 봉곡동(봉곡테마공원 부근),3,3,0,1,2,128.314862366106,36.151004879772,2018
140,경상북도 영천시 망정동(영천망정주공3단지아파트후문 부근),3,3,0,3,0,128.94884538251,35.972719626111,2018
141,경상남도 거제시 고현동(양정고려2차아파트 204동 부근),4,4,0,3,1,128.632031991784,34.895593114731,2018
142,경상남도 거제시 수월동(수월초교 부근),3,4,0,1,3,128.643526310492,34.890071192832,2018
143,경상남도 양산시 물금읍(제이스프라자 부근),3,4,0,1,2,129.002488391227,35.317485533532,2018
144,경상남도 진주시 하대동(대성맨션 부근),3,3,0,3,0,128.124172231964,35.188867049476,2018
145,경상남도 창원시 성산구 신촌동(양곡새마을금고 본점 부근),3,3,0,1,2,128.628956817604,35.199619378932,2018
146,경상남도 창원시 진해구 청안동(청안공원 부근),3,3,0,1,1,128.806513325431,35.103989684977,2018
147,경상남도 통영시 광도면(죽림주공아파트정문 부근),3,3,0,1,2,128.415175477467,34.87878940281,2018
148,경상남도 함양군 함양읍(동문사거리 부근),3,4,0,1,2,127.727459494061,35.520257173531,2018
149,제주특별자치도 제주시 연동(신제주초교 부근),3,3,0,1,2,126.497468274442,33.483568125969,2018
150,제주특별자치도 제주시 이도이동(남광경로당 부근),3,3,0,1,2,126.538518077448,33.492361568333,2018
151,제주특별자치도 제주시 조천읍(카페베네 함덕해수욕장점 부근),3,3,0,0,2,126.669864290706,33.542481759027,2018
152,서울특별시 강남구 청담동(청담e편한세상3차아파트 부근),3,4,0,0,4,127.045085968344,37.518635584865,2018
153,서울특별시 강동구 길동(나래하우스빌라 부근),3,3,0,0,1,127.145935285186,37.542767784007,2018
154,서울특별시 강서구 화곡동(우일유치원 부근),4,5,0,3,2,126.85513137981,37.535459016222,2018
155,서울특별시 관악구 봉천동(영빌딩 부근),3,3,0,0,3,126.966154299782,37.473931107036,2018
156,서울특별시 동작구 대방동(참새어린이공원 부근),3,3,0,2,0,126.92128533685,37.498434599378,2018
157,서울특별시 성북구 석관동(석관초교 부근),3,3,0,1,2,127.058256036088,37.610179535558,2018
